Date,Time,Battery_Percent,Time_Remaining,Battery_Condition,Maximum_Capacity,Process_Count,CPU_Usage,Total_Memory,Used_Memory,Cycle_Count,Charging,Low_Power_Mode,Process_Power,Process_State
05/06/2026,16:49:10,68,908,Normal,100,792,58.7,24.0,12.2,8,0,0,15.0,1
05/06/2026,16:49:34,68,908,Normal,100,792,57.1,24.0,12.09,8,0,0,27.0,2
05/06/2026,16:50:06,68,858,Normal,100,806,10.9,24.0,12.23,8,0,0,123.0,3
05/06/2026,16:50:26,68,858,Normal,100,806,59.3,24.0,11.95,8,0,0,23.0,1
05/06/2026,16:50:58,68,848,Normal,100,793,8.3,24.0,11.97,8,0,0,95.0,1
05/06/2026,16:51:27,68,848,Normal,100,791,62.0,24.0,11.99,8,0,0,100.3,1
05/06/2026,16:52:00,68,838,Normal,100,791,8.1,24.0,11.96,8,0,0,83.0,2
05/06/2026,16:52:32,68,838,Normal,100,790,8.2,24.0,11.82,8,0,0,39.3,1
05/06/2026,16:53:04,68,828,Normal,100,791,8.7,24.0,11.78,8,0,0,75.3,1
05/06/2026,16:53:32,68,828,Normal,100,793,55.1,24.0,11.89,8,0,0,45.3,1
05/06/2026,16:53:37,67,818,Normal,100,792,56.7,24.0,12.03,8,0,0,97.1,1
05/06/2026,16:54:04,67,818,Normal,100,791,8.5,24.0,11.98,8,0,0,32.8,1
05/06/2026,16:54:11,67,818,Normal,100,793,7.0,24.0,12.02,8,0,0,23.2,1
05/06/2026,16:54:36,67,828,Normal,100,792,4.7,24.0,12.02,8,0,0,19.0,1
05/06/2026,16:54:44,67,828,Normal,100,792,4.5,24.0,12.05,8,0,0,17.3,1
05/06/2026,16:55:09,67,828,Normal,100,768,10.3,24.0,10.93,8,0,0,15.9,1
05/06/2026,16:55:17,67,828,Normal,100,768,10.5,24.0,11.12,8,0,0,90.9,3
05/06/2026,16:55:41,67,838,Normal,100,758,6.7,24.0,11.04,8,0,0,63.1,2
05/06/2026,16:55:49,67,838,Normal,100,759,7.3,24.0,11.12,8,0,0,131.5,1
05/06/2026,16:56:13,67,838,Normal,100,759,13.2,24.0,11.04,8,0,0,78.9,2
05/06/2026,16:56:22,67,838,Normal,100,759,13.2,24.0,10.91,8,0,0,80.3,1
05/06/2026,16:56:45,67,828,Normal,100,759,6.5,24.0,10.69,8,0,0,22.3,1
05/06/2026,16:56:55,67,828,Normal,100,761,6.0,24.0,10.76,8,0,0,63.3,1
05/06/2026,16:57:17,67,828,Normal,100,760,6.8,24.0,10.69,8,0,0,35.4,2
05/06/2026,16:57:27,67,828,Normal,100,760,6.2,24.0,10.73,8,0,0,69.4,1
05/06/2026,16:57:49,67,818,Normal,100,765,9.8,24.0,11.01,8,0,0,65.9,1
05/06/2026,16:57:59,67,818,Normal,100,765,12.6,24.0,11.07,8,0,0,108.3,1
05/06/2026,16:58:22,67,818,Normal,100,765,13.2,24.0,11.12,8,0,0,104.3,2
05/06/2026,16:58:32,67,818,Normal,100,765,12.1,24.0,11.21,8,0,0,106.8,3
05/06/2026,16:58:54,67,808,Normal,100,765,11.0,24.0,11.18,8,0,0,148.4,3
05/06/2026,16:59:04,67,808,Normal,100,765,12.2,24.0,11.25,8,0,0,130.7,3
05/06/2026,16:59:26,67,808,Normal,100,765,13.0,24.0,11.63,8,0,0,99.6,2
05/06/2026,16:59:36,66,758,Normal,100,763,11.8,24.0,11.27,8,0,0,116.9,2
05/06/2026,16:59:58,66,758,Normal,100,763,11.9,24.0,11.21,8,0,0,82.5,2
05/06/2026,17:00:08,66,758,Normal,100,763,11.4,24.0,11.21,8,0,0,48.4,2
05/06/2026,17:00:31,66,758,Normal,100,762,9.6,24.0,11.29,8,0,0,137.2,2
05/06/2026,17:00:41,66,748,Normal,100,763,10.3,24.0,11.29,8,0,0,42.9,1
05/06/2026,17:01:03,66,748,Normal,100,766,10.3,24.0,11.32,8,0,0,51.3,4
05/06/2026,17:01:13,66,748,Normal,100,766,10.9,24.0,11.28,8,0,0,62.1,2
05/06/2026,17:01:35,66,758,Normal,100,763,9.6,24.0,11.25,8,0,0,46.9,1
05/06/2026,17:01:45,66,758,Normal,100,763,7.9,24.0,11.34,8,0,0,76.8,1
05/06/2026,17:02:07,66,758,Normal,100,763,10.8,24.0,11.33,8,0,0,87.7,2
05/06/2026,17:02:18,66,758,Normal,100,763,11.7,24.0,11.26,8,0,0,91.3,3
05/06/2026,17:02:39,66,800,Normal,100,763,10.5,24.0,11.26,8,0,0,85.6,1
05/06/2026,17:02:50,66,800,Normal,100,762,10.3,24.0,11.23,8,0,0,93.1,2
05/06/2026,17:03:12,66,800,Normal,100,765,12.0,24.0,11.4,8,0,0,166.7,1
05/06/2026,17:03:22,66,800,Normal,100,765,12.5,24.0,11.37,8,0,0,41.1,2
05/06/2026,17:03:44,66,750,Normal,100,763,11.7,24.0,11.3,8,0,0,69.1,1
05/06/2026,17:03:54,66,750,Normal,100,764,11.6,24.0,11.39,8,0,0,92.9,2
05/06/2026,17:04:16,66,750,Normal,100,763,11.4,24.0,11.26,8,0,0,83.8,1
05/06/2026,17:04:26,66,750,Normal,100,763,11.1,24.0,11.3,8,0,0,83.7,1
05/06/2026,17:04:48,66,740,Normal,100,763,10.5,24.0,11.22,8,0,0,31.7,1
05/06/2026,17:04:59,66,740,Normal,100,765,10.0,24.0,11.49,8,0,0,96.6,2
05/06/2026,17:05:20,66,740,Normal,100,765,10.1,24.0,11.25,8,0,0,80.2,1
05/06/2026,17:05:31,66,740,Normal,100,765,10.3,24.0,11.26,8,0,0,107.0,2
05/06/2026,17:05:53,66,750,Normal,100,764,9.0,24.0,11.22,8,0,0,36.4,1
05/06/2026,17:06:03,66,750,Normal,100,763,8.0,24.0,11.27,8,0,0,81.9,2
05/06/2026,17:06:25,66,750,Normal,100,764,9.7,24.0,11.28,8,0,0,69.0,1
05/06/2026,17:06:36,66,800,Normal,100,764,9.9,24.0,11.29,8,0,0,37.7,1
05/06/2026,17:06:57,66,800,Normal,100,765,8.8,24.0,11.31,8,0,0,50.7,3
05/06/2026,17:07:08,66,800,Normal,100,765,9.1,24.0,11.35,8,0,0,59.5,1
05/06/2026,17:07:29,66,800,Normal,100,770,9.5,24.0,11.6,8,0,0,121.7,1
05/06/2026,17:07:40,65,740,Normal,100,768,10.7,24.0,11.4,8,0,0,83.7,2
05/06/2026,17:08:01,65,740,Normal,100,762,11.5,24.0,11.08,8,0,0,106.1,2
05/06/2026,17:08:34,65,730,Normal,100,776,12.7,24.0,11.33,8,0,0,115.0,2
05/06/2026,17:09:06,65,730,Normal,100,779,10.9,24.0,11.78,8,0,0,78.9,3
05/06/2026,17:09:38,65,740,Normal,100,777,10.7,24.0,11.99,8,0,0,43.6,1
05/06/2026,17:10:10,65,740,Normal,100,780,5.4,24.0,11.97,8,0,0,64.6,4
05/06/2026,17:10:43,65,750,Normal,100,781,9.7,24.0,12.19,8,0,0,69.1,1
05/06/2026,17:11:15,65,750,Normal,100,780,9.1,24.0,12.1,8,0,0,36.9,1
05/06/2026,17:11:47,65,800,Normal,100,778,6.0,24.0,12.12,8,0,0,136.1,1
05/06/2026,17:12:19,65,800,Normal,100,804,12.6,24.0,12.19,8,0,0,73.1,1
05/06/2026,17:12:52,65,810,Normal,100,789,7.9,24.0,12.18,8,0,0,78.8,1
05/06/2026,17:13:24,65,810,Normal,100,788,7.8,24.0,12.08,8,0,0,78.0,1
05/06/2026,17:13:56,65,820,Normal,100,787,4.6,24.0,12.0,8,0,0,33.0,1
05/06/2026,17:14:28,65,820,Normal,100,787,2.8,24.0,12.0,8,0,0,15.7,1
05/06/2026,17:15:00,65,830,Normal,100,786,2.9,24.0,12.01,8,0,0,26.4,2
05/06/2026,17:15:33,65,830,Normal,100,787,2.8,24.0,12.02,8,0,0,16.7,1
05/06/2026,17:16:05,65,840,Normal,100,785,2.9,24.0,12.02,8,0,0,15.0,1
05/06/2026,17:16:37,65,850,Normal,100,786,2.9,24.0,12.03,8,0,0,20.0,1
05/06/2026,17:17:09,65,850,Normal,100,784,3.1,24.0,12.03,8,0,0,26.7,1
05/06/2026,17:17:41,65,900,Normal,100,782,3.5,24.0,12.0,8,0,0,17.8,1
05/06/2026,17:18:14,65,900,Normal,100,783,3.1,24.0,12.03,8,0,0,15.1,1
05/06/2026,17:21:34,64,1335,Normal,100,784,4.1,24.0,11.86,8,0,0,18.0,1
05/06/2026,17:22:06,64,1335,Normal,100,785,3.0,24.0,11.88,8,0,0,21.5,1
05/06/2026,17:22:38,64,1345,Normal,100,785,2.9,24.0,11.87,8,0,0,31.1,1
05/06/2026,17:23:11,64,1345,Normal,100,784,2.8,24.0,11.89,8,0,0,35.1,1
05/06/2026,17:23:43,64,1355,Normal,100,784,3.1,24.0,11.88,8,0,0,20.6,1
05/06/2026,17:24:15,64,1355,Normal,100,784,2.8,24.0,11.89,8,0,0,21.8,1
05/06/2026,17:24:47,64,1405,Normal,100,784,3.1,24.0,11.89,8,0,0,19.7,1
05/06/2026,17:25:20,64,1405,Normal,100,783,2.9,24.0,11.9,8,0,0,32.2,1
05/06/2026,17:25:52,64,1355,Normal,100,783,3.0,24.0,11.89,8,0,0,18.6,1
05/06/2026,17:26:24,64,1355,Normal,100,787,3.7,24.0,11.92,8,0,0,19.2,1
06/06/2026,11:09:51,58,936,Normal,100,791,43.9,24.0,11.02,8,0,0,161.6,2
06/06/2026,11:10:24,58,926,Normal,100,777,7.7,24.0,11.13,8,0,0,49.5,2
06/06/2026,11:10:56,58,926,Normal,100,778,5.9,24.0,11.38,8,0,0,105.8,2
06/06/2026,11:11:29,57,916,Normal,100,794,14.8,24.0,12.32,8,0,0,91.3,2
06/06/2026,11:12:01,57,916,Normal,100,794,10.6,24.0,12.38,8,0,0,102.4,2
06/06/2026,11:12:33,57,906,Normal,100,794,7.8,24.0,12.27,8,0,0,59.8,1
06/06/2026,11:13:05,57,906,Normal,100,792,6.3,24.0,12.24,8,0,0,49.3,1
06/06/2026,11:13:37,57,856,Normal,100,793,6.6,24.0,12.33,8,0,0,114.4,2
06/06/2026,11:14:09,57,856,Normal,100,791,10.8,24.0,12.32,8,0,0,71.5,1
06/06/2026,11:14:42,57,846,Normal,100,791,8.8,24.0,12.31,8,0,0,125.1,3
06/06/2026,11:15:14,57,846,Normal,100,793,9.2,24.0,12.02,8,0,0,28.5,1
06/06/2026,11:15:46,57,836,Normal,100,794,9.1,24.0,12.12,8,0,0,91.1,2
06/06/2026,11:16:18,57,836,Normal,100,794,7.6,24.0,12.1,8,0,0,39.9,1
06/06/2026,11:16:50,57,846,Normal,100,793,2.5,24.0,11.96,8,0,0,10.5,1
06/06/2026,11:17:22,57,856,Normal,100,791,6.0,24.0,12.17,8,0,0,90.2,3
06/06/2026,11:17:55,57,856,Normal,100,803,7.2,24.0,12.29,8,0,0,134.2,2
06/06/2026,11:18:27,57,846,Normal,100,807,11.3,24.0,12.27,8,0,0,88.7,1
06/06/2026,11:18:59,57,846,Normal,100,800,6.0,24.0,12.28,8,0,0,87.2,1
06/06/2026,11:19:31,57,856,Normal,100,796,9.4,24.0,12.25,8,0,0,166.1,2
06/06/2026,11:20:03,57,856,Normal,100,798,7.8,24.0,12.21,8,0,0,82.7,1
06/06/2026,11:20:36,57,906,Normal,100,797,6.5,24.0,12.23,8,0,0,68.5,1
06/06/2026,11:21:08,57,906,Normal,100,797,7.8,24.0,12.35,8,0,0,87.5,1
06/06/2026,11:21:40,57,901,Normal,100,797,6.5,24.0,12.19,8,0,0,73.5,2
06/06/2026,11:22:12,57,901,Normal,100,797,6.4,24.0,12.19,8,0,0,59.9,1
06/06/2026,11:22:44,56,911,Normal,100,796,8.2,24.0,12.34,8,0,0,60.3,1
06/06/2026,11:23:17,56,901,Normal,100,797,9.6,24.0,12.35,8,0,0,91.3,2
06/06/2026,11:23:49,56,901,Normal,100,800,10.0,24.0,12.26,8,0,0,55.1,1
06/06/2026,11:24:21,56,911,Normal,100,801,6.5,24.0,12.1,8,0,0,101.9,1
06/06/2026,11:24:53,56,911,Normal,100,800,8.6,24.0,12.11,8,0,0,64.8,1
06/06/2026,11:25:25,56,901,Normal,100,798,8.7,24.0,12.09,8,0,0,91.3,1
06/06/2026,11:25:58,56,901,Normal,100,800,9.2,24.0,12.19,8,0,0,121.3,2
06/06/2026,11:26:30,56,851,Normal,100,801,10.1,24.0,12.21,8,0,0,96.5,2
06/06/2026,11:27:02,56,851,Normal,100,803,9.1,24.0,12.12,8,0,0,28.1,1
06/06/2026,11:27:34,56,841,Normal,100,808,7.9,24.0,12.16,8,0,0,110.5,1
06/06/2026,11:28:06,56,841,Normal,100,802,12.4,24.0,12.28,8,0,0,90.1,1
06/06/2026,11:28:39,56,831,Normal,100,802,7.4,24.0,12.07,8,0,0,44.7,1
06/06/2026,11:29:11,56,831,Normal,100,801,8.2,24.0,12.26,8,0,0,52.2,1
06/06/2026,11:29:43,56,821,Normal,100,799,6.2,24.0,12.24,8,0,0,82.7,1
06/06/2026,11:30:15,55,811,Normal,100,806,9.2,24.0,12.15,8,0,0,50.7,1
06/06/2026,11:30:47,55,811,Normal,100,804,9.1,24.0,12.09,8,0,0,107.8,4
06/06/2026,11:31:20,55,801,Normal,100,800,7.8,24.0,11.83,8,0,0,81.7,1
06/06/2026,11:31:52,55,801,Normal,100,800,6.0,24.0,11.78,8,0,0,77.8,1
06/06/2026,11:32:24,55,811,Normal,100,800,6.3,24.0,12.11,8,0,0,82.3,1
06/06/2026,11:32:56,55,811,Normal,100,801,8.7,24.0,11.6,8,0,0,105.6,1
06/06/2026,11:33:28,55,813,Normal,100,799,8.4,24.0,11.7,8,0,0,85.5,1
06/06/2026,11:34:01,55,803,Normal,100,799,9.7,24.0,11.61,8,0,0,69.4,1
06/06/2026,11:34:33,55,803,Normal,100,797,7.0,24.0,11.64,8,0,0,67.5,2
06/06/2026,11:34:59,55,753,Normal,100,799,49.4,24.0,11.55,8,0,0,61.1,1
06/06/2026,11:35:16,55,753,Normal,100,802,10.2,24.0,11.6,8,0,0,86.1,2
